hadzapid,sex,age,campid,camppop,prizehunt,prizeforage,watching,firstgame,h1played,h2played,h3played,h4played,h5played,h1win,h2win,h3win,h4win,h5win,h1condition,h2condition,h3condition,h4condition,h5condition,f1played,f2played,f3played,f4played,f5played,f1win,f2win,f3win,f4win,f5win,f1condition,f2condition,f3condition,f4condition,f5condition,2ndtry,notes
473,F,54,G,12,Green,Red,y,FORAGING,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
A126,F,18,G,12,Green,Red,y,HUNTING,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,Y,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
A125,F,17,G,12,Green,Red,y,HUNTING,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,Y,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
76,F,19,G,12,Green,Red,y,FORAGING,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,Y,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
365,M,58,H,6,Green,Red,y,FORAGING,Y,Y,,,,Y,N,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
703,M,41,H,6,Green,Red,y,HUNTING,Y,Y,Y,,,N,N,N,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,Y,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
6104,F,25,H,6,Green,Red,y,HUNTING,Y,Y,,,,Y,N,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
60,F,51,H,6,Green,Red,y,HUNTING,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
1557,F,58,H,6,Green,Red,y,HUNTING,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
A29,M,24,H,6,Green,Red,y,HUNTING,Y,Y,Y,,,N,N,N,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,Y,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
85,M,65,I,6,Red,Green,y,HUNTING,Y,,,,,Y,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,Y,,,,N,N,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
6043,M,61,I,6,Red,Green,y,HUNTING,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
121212,M,42,I,6,Red,Green,y,HUNTING,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,Y,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
1615,F,30,I,6,Red,Green,y,HUNTING,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,Y,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
101010,F,39,I,6,Red,Green,y,FORAGING,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,Y,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
1536,F,42,I,6,Red,Green,y,HUNTING,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,Y,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
29,F,43,J,5,Red,Green,y,HUNTING,Y,Y,,,,N,Y,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
479,F,22,J,5,Red,Green,y,HUNTING,Y,,,,,Y,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
156,M,27,J,5,Red,Green,y,HUNTING,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,Y,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
438,M,28,J,5,Red,Green,y,FORAGING,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,Y,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
1776,M,46,J,5,Red,Green,y,HUNTING,Y,,,,,Y,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,Y,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
402,M,20,K,14,Red,Green,y,HUNTING,Y,Y,Y,,,N,N,N,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
A30,M,20,K,14,Red,Green,y,FORAGING,Y,,,,,N,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,Y,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
225,M,35,K,14,Red,Green,y,HUNTING,Y,Y,Y,Y,,N,N,Y,N,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,Y,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
25,M,26,K,14,Red,Green,y,FORAGING,Y,Y,,,,N,N,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Y,,,,,Y,,,,,NoPay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,Pay_Bracelet,0,
